单词名,忘记次数,记得次数,需要背这个单词,难度,已查看次数,评论,图片有用
paucity,4,2,1,5.995311875000001,6,,
reassure,4,2,1,5.995311875000001,6,,
surmount,4,2,1,5.995311875000001,6,"克服重重困难，sur克服，mount海量的
克服重重困难，sur克服，mount海量的",0.0
whet,4,2,1,5.995311875000001,6,what a变成了e 变尖了,
fawn,10,2,1,5.988791357125826,12,,0.0
succumb,10,2,1,5.988791357125826,12,,
manifest,3,2,1,5.9881293000000015,5,,0.0
potentate,3,2,1,5.9881293000000015,5,,
stentorian,3,2,1,5.9881293000000015,5,,1.0
scribble,3,2,1,5.9881293000000015,5,,
calligraphy,3,2,1,5.9881293000000015,5,,
blazon,2,1,1,5.987850000000001,4,出名 blaze发光,
scurrilous,2,1,1,5.987850000000001,4,,0.0
calumniate,2,1,1,5.987850000000001,4,,
aphorism,2,1,1,5.987850000000001,4,,0.0
augur,2,1,1,5.987850000000001,4,,
uncouth,2,1,1,5.987850000000001,4,,0.0
atrophy,2,1,1,5.987850000000001,4,,0.0
voluptuous,2,1,1,5.987850000000001,4,,
meddle,2,1,1,5.987850000000001,4,,
devout,2,1,1,5.987850000000001,4,,
inaugurate,3,2,1,5.987850000000001,4,,
privation,2,1,1,5.987850000000001,4,,
reproach,2,1,1,5.987850000000001,4,,
viscous,2,1,1,5.987850000000001,4,,
wholesome,2,1,1,5.987850000000001,4,,
deprivation,2,2,1,5.987850000000001,4,,
prolix,2,1,1,5.987850000000001,4,,0.0
ham-handed,2,1,1,5.987850000000001,4,,
hew,2,1,1,5.987850000000001,4,,0.0
swerve,4,2,1,5.9852346,5,,
forge,2,1,1,5.973000000000001,4,,
parry,2,1,1,5.973000000000001,4,,
exorbitant,2,2,1,5.9570000000000025,3,,
infraction,9,2,1,5.951538616965374,11, minor infraction,
lull,9,2,1,5.951538616965374,11,,0.0
plangent,9,2,1,5.951538616965374,11,,1.0
subliminal,9,2,1,5.951538616965374,11,,1.0
patrician,9,2,1,5.951538616965374,11,宁荣二府,
impetuous,9,2,1,5.951538616965374,11,"impe强制的,tuous唐突的",
lullaby,10,4,1,5.951538616965374,11,,0.0
proliferate,9,2,1,5.951538616965374,11,pro专业，life生命，rate速率。专业的生命速率，快速繁殖,0.0
repose,9,2,1,5.951538616965374,11,,
vulgar,8,3,1,5.951188618495794,10,,
sophism,10,3,1,5.949676243495808,10,,0.0
sop,7,2,1,5.949676243495808,10,,0.0
sophisticated,7,4,1,5.949676243495808,10,,0.0
soporific,13,4,1,5.949676243495808,10,,0.0
indict,4,2,1,5.9477142154194835,11,,
vindictive,9,4,1,5.9477142154194835,11,advanger，vin复仇，dictive强烈情感,
miff,3,1,1,5.944590000000002,5,,0.0
votary,8,2,1,5.90674831853086,10,,0.0
lurk,8,2,1,5.90674831853086,10,,1.0
promulgate,8,2,1,5.90674831853086,10,pro专业，mul多，gate门，释放,
perspicacious,8,2,1,5.90674831853086,10,perspic perspect透视的 眼里，acious,
scrawl,8,2,1,5.90674831853086,10,,
arduous,8,2,1,5.90674831853086,10,,
hermetic,8,2,1,5.90674831853086,10,,
temerity,17,4,1,5.895819652372254,21,,0.0
obsolete,6,1,1,5.8958007637500005,8,完全过时,
certitude,1,1,1,5.8900000000000015,3,,
syllogism,1,1,1,5.8900000000000015,3,,
gadfly,1,1,1,5.8900000000000015,3,,
despicable,1,2,1,5.8900000000000015,3,,
crass,1,1,1,5.8900000000000015,3,,0.0
vitriolic,1,1,1,5.8900000000000015,3,,
compunction,8,5,1,5.88836219517478,12,,
retort,8,3,1,5.887305161774178,11,,0.0
ecumenical,3,2,1,5.8824000000000005,5,,
sacrilege,12,4,1,5.876750124132376,15,rile，热了，生气了,
moth-eaten,3,1,1,5.87357925,6,,
rapscallion,12,3,1,5.86239164684362,15,rap混混 scal吓人 lion狮子,0.0
malevolent,7,2,1,5.854229157199402,9,,
enthrall,7,2,1,5.854229157199402,9,,
vilify,7,2,1,5.851979311215922,9,vili威力，fy的。居高无上，欺负人,0.0
savant,7,2,1,5.851979311215922,9,,
amalgamate,7,2,1,5.851979311215922,9,"邪恶的东西混合在一起
amal邪恶，gam游戏，magte伙伴",
squelch,7,2,1,5.851979311215922,9,quench淹没 不让发生,0.0
wistful,7,2,1,5.851979311215922,9,wist wish,
plunge,7,2,1,5.851979311215922,9,,
partisan,7,2,1,5.851979311215922,9,,
incantation,7,2,1,5.851979311215922,9,万能钥匙,
verbatim,7,2,1,5.851979311215922,9,,0.0
propitious,7,2,1,5.851979311215922,9,龙凤呈祥,
inundate,7,2,1,5.851979311215922,9,,
steep,11,3,1,5.843588204944012,14,,0.0
manumit,2,1,1,5.8393500000000005,4,,
dissolute,2,1,1,5.8393500000000005,4,,
preen,2,1,1,5.8393500000000005,4,,0.0
oblique,2,1,1,5.8393500000000005,4,an oblique glance 给了偷听者一个白眼,
strait,5,1,1,5.831520195535713,7,,
interlock,3,2,1,5.8274577,5,,
homily,3,2,1,5.8274577,5,,
insouciant,11,3,1,5.8254992644764805,14,,0.0
stymie,11,3,1,5.808807511150231,14,,0.0
urbane,4,2,1,5.796228250714285,7,,0.0
peripatetic,10,3,1,5.795231955507402,13,游学，柏拉图,
preach,10,3,1,5.795231955507402,13,prea散播，spread。ch说，,0.0
adjudicate,6,3,1,5.7885742350000005,8,,
purvey,6,2,1,5.783658405750001,8,"pur privide, vey convey survey提供",
shopworn,6,2,1,5.783658405750001,8,shop店，worn饱经风霜的,0.0
groove,6,2,1,5.783658405750001,8,,
juggernaut,6,2,1,5.783658405750001,8,,
denouement,6,2,1,5.783658405750001,8,,
polemic,6,2,1,5.783658405750001,8,,
squall,6,2,1,5.783658405750001,8,,
paranoid,6,2,1,5.783658405750001,8,para同，noid。同的，以自己的心比别人的新，多疑,
procrastinate,6,2,1,5.783658405750001,8,pro专业 crast搞砸 tinate,
subterfuge,6,2,1,5.783658405750001,8,复杂的策略,
incorrigible,6,2,1,5.783658405750001,8,in不，corrigi改变,
serried,6,2,1,5.783658405750001,8,,
hovel,6,2,1,5.783658405750001,8,,
alibi,6,2,1,5.783658405750001,8,,0.0
knack,6,2,1,5.783658405750001,8,小聪明~,0.0
fussy,6,2,1,5.783658405750001,8,"挑食
厌食症，挑食证",
retrench,6,2,1,5.783658405750001,8,trench沟，retrench重现沟，主动重现沟壑，裁员,
shrug,6,2,1,5.783658405750001,8,,0.0
levity,6,2,1,5.783658405750001,8,,0.0
pittance,6,2,1,5.783658405750001,8,,
stoic,6,2,1,5.783658405750001,8,,
veritable,6,2,1,5.783658405750001,8,vari验证过的，table可的。验证过可的,0.0
savvy,6,2,1,5.783658405750001,8,,
adjourn,6,2,1,5.783658405750001,8,,
mime,2,1,1,5.7701100000000025,5,,
sapient,14,6,1,5.767925170922064,15,sap 切割，削弱,0.0
sap,8,3,1,5.767925170922064,15,sap 切割，削弱,0.0
misapprehension,9,6,1,5.767925170922064,15,sap 切割，削弱,0.0
grotesque,15,2,1,5.763800434568165,18,,1.0
pompous,6,3,1,5.741314231625003,9,,
pungent,6,3,1,5.73800490423125,9,,
punctilious,7,3,1,5.73800490423125,9,,
impunity,6,3,1,5.73800490423125,9,,
pundit,7,4,1,5.73800490423125,9,,
deliberate,6,5,1,5.73800490423125,9,,
pun,4,2,1,5.73800490423125,9,,
machination,8,2,1,5.7333993819803055,9,,
puny,7,3,1,5.720123275312643,12,,
compendium,9,3,1,5.71389506828233,11,,
rational,4,2,1,5.709985728214285,7,"rational 理性的供应
rational 理性的供应，按理性分配",
deterioration,7,7,1,5.709985728214285,7,"rational 理性的供应
rational 理性的供应，按理性分配",
ration,4,1,1,5.709985728214285,7,"rational 理性的供应
rational 理性的供应，按理性分配",
oration,6,2,1,5.709985728214285,7,"rational 理性的供应
rational 理性的供应，按理性分配",
hoary,5,2,1,5.706961369285715,7,,
defray,5,2,1,5.706961369285715,7,,
quaff,5,3,1,5.706961369285715,7,,
distend,1,1,1,5.7,1,,
fraught,1,1,1,5.7,1,,
cascade,1,1,1,5.7,1,,
theatrical,1,1,1,5.7,1,,
elude,1,1,1,5.7,1,,
blunt,1,1,1,5.7,1,,
ignite,1,1,1,5.7,1,,
immature,1,1,1,5.7,1,,
humdrum,1,1,1,5.7,1,,
luminary,1,1,1,5.7,1,,
charisma,1,1,1,5.7,1,,
lush,5,2,1,5.6962840447500005,7,,0.0
lustrous,5,2,1,5.6962840447500005,7,lust 光泽,
pinnacle,5,2,1,5.6962840447500005,7,pin针尖，nacle,
ingratiating,5,2,1,5.6962840447500005,7,,0.0
rabble,5,2,1,5.6962840447500005,7,,
inculpate,5,2,1,5.6962840447500005,7,,
veneer,5,2,1,5.6962840447500005,7,,
unctuous,5,2,1,5.6962840447500005,7,,
fluster,5,2,1,5.6962840447500005,7,,0.0
abrogate,5,2,1,5.6962840447500005,7,,
invidious,5,2,1,5.6962840447500005,7,envy 嫉妒，invidious惹人嫉妒的，不喜欢的,
anomalous,5,2,1,5.6962840447500005,7,"normal普通，anomalous不普通
normal普通，anomalous不普通，abnornal",0.0
ostracize,5,2,1,5.6962840447500005,7,ostra外 cize批评,
allegiance,5,2,1,5.6962840447500005,7,,
hallucination,5,2,1,5.6962840447500005,7,,
sedate,5,2,1,5.6962840447500005,7,,
revere,5,2,1,5.6962840447500005,7,,
puckish,5,2,1,5.6962840447500005,7,,0.0
prestige,5,2,1,5.6962840447500005,7,pre优秀 stige东西，优秀的东西，产物,0.0
gourmand,5,2,1,5.6962840447500005,7,gour吃，用嘴包住，mand需求，大量的吃需求,
hangdog,5,2,1,5.6962840447500005,7,,0.0
rein,5,2,1,5.6962840447500005,7,,
salient,5,2,1,5.6962840447500005,7,,
testy,5,2,1,5.6962840447500005,7,,
dilapidate,5,2,1,5.6962840447500005,7,,
vigilant,5,2,1,5.6962840447500005,7,,
skimp,5,2,1,5.6962840447500005,7,,
precursor,5,2,1,5.6962840447500005,7,,
hubris,5,2,1,5.6962840447500005,7,自我为中心，hu，嘘，自吹自擂,
myriad,5,2,1,5.6962840447500005,7,,
plush,8,3,1,5.6962840447500005,7,,0.0
somatic,5,2,1,5.6962840447500005,7,,1.0
repudiate,5,2,1,5.6962840447500005,7,"矢口否认
",
pillory,5,2,1,5.6962840447500005,7,,
preempt,5,2,1,5.6962840447500005,7,,0.0
contempt,5,2,1,5.6962840447500005,7,,
tonic,5,2,1,5.6962840447500005,7,,
flush,5,3,1,5.6962840447500005,7,,0.0
restitution,5,2,1,5.6962840447500005,7,,
ardor,5,2,1,5.6962840447500005,7,,
plebeian,5,2,1,5.6962840447500005,7,,
mesmeric,5,2,1,5.6962840447500005,7,,
whiff,5,2,1,5.6962840447500005,7,蛛丝马迹,
bulge,5,2,1,5.6962840447500005,7,,
perfidy,3,3,1,5.69375357142857,7,,
panache,4,3,1,5.6818516425,8,,
coagulate,4,2,1,5.654600000000001,6,,
grovel,2,1,1,5.654199,5,,
squalid,2,1,1,5.654199,5,,
spurn,6,4,1,5.654054718000001,6,,
vaccinate,3,1,1,5.6473605,5,,
conceal,1,1,1,5.6430000000000025,3,把东西藏起来，不让发现~,
secular,1,1,1,5.6110000000000015,3,,
voluble,1,1,1,5.6110000000000015,3,,
spectrum,1,1,1,5.6110000000000015,3,,
civility,1,1,1,5.6110000000000015,3,,
scrutable,1,1,1,5.6110000000000015,3,,1.0
pliant,1,1,1,5.6110000000000015,3,,
absolve,1,1,1,5.6110000000000015,3,,
gregarious,1,1,1,5.6110000000000015,3,,
diffuse,1,1,1,5.6110000000000015,3,,
immemorial,1,1,1,5.6110000000000015,3,,
compliant,1,1,1,5.6110000000000015,3,,
mesh,1,1,1,5.6110000000000015,3,,0.0
sentinel,1,1,1,5.6110000000000015,3,,
detritus,1,1,1,5.6110000000000015,3,,
enigma,1,1,1,5.6110000000000015,3,,
tarnish,1,1,1,5.6110000000000015,3,an arrest for shoplifting tarnished her reputation,
frigid,1,1,1,5.6110000000000015,3,,
conjecture,1,1,1,5.6110000000000015,3,,
gush,1,1,1,5.6110000000000015,3,,
knotty,1,1,1,5.6110000000000015,3,knot结,
grandstand,1,1,1,5.6110000000000015,3,,
doze,1,1,1,5.6110000000000015,3,,
encomium,1,1,1,5.6110000000000015,3,,
sloth,1,1,1,5.6110000000000015,3,,
jitters,1,1,1,5.6110000000000015,3,,
crease,1,1,1,5.6110000000000015,3,,
retainer,1,1,1,5.6110000000000015,3,,0.0
peel,1,1,1,5.6110000000000015,3,,
oust,1,1,1,5.6110000000000015,3,,
acrid,1,1,1,5.6110000000000015,3,,
responsive,1,1,1,5.6110000000000015,3,,
roster,1,1,1,5.6110000000000015,3,,
thwart,1,1,1,5.6110000000000015,3,,
stonewall,1,1,1,5.6110000000000015,3,,
blithe,1,2,1,5.6110000000000015,3,,
minutia,1,1,1,5.6110000000000015,3,,
stitch,1,1,1,5.6110000000000015,3,,
burgeon,1,1,1,5.6110000000000015,3,,
hypocritical,1,1,1,5.6110000000000015,3,,
genteel,1,1,1,5.6110000000000015,3,gentleman,0.0
coax,1,1,1,5.6110000000000015,3,,
blemish,1,1,1,5.6110000000000015,3,,
salve,1,1,1,5.6110000000000015,3,,
lithe,1,1,1,5.6110000000000015,3,,
sanctify,4,2,1,5.60357,6,,
pretense,4,2,1,5.60357,6,,
beset,4,2,1,5.60357,6,,
veer,4,2,1,5.60357,6,,0.0
divert,4,3,1,5.60357,6,,
frugal,4,2,1,5.60357,6,,
mince,4,2,1,5.60357,6,,
threadbare,4,2,1,5.60357,6,,
perfunctory,4,1,1,5.5907453571428585,7,,
resurgence,4,2,1,5.580606500000001,6,,0.0
lethargic,4,2,1,5.580606500000001,6,,
brazen,4,2,1,5.580606500000001,6,"粉碎行动
",0.0
feral,4,2,1,5.580606500000001,6,,
parch,4,2,1,5.580606500000001,6,,
raze,4,2,1,5.580606500000001,6,"粉碎行动
",0.0
belabor,1,1,1,5.58,3,,
atrocious,1,2,1,5.58,3,,
egoistic,1,2,1,5.58,3,,
mollify,1,1,1,5.58,3,,
jot,3,2,1,5.574600000000001,5,,
supplement,4,3,1,5.558163358928572,7,,
supple,4,2,1,5.558163358928572,7,,
obdurate,5,2,1,5.541519959722222,6,,
teetotalism,3,2,1,5.532585299999999,5,"tee total ism 牙齿全部主义。牙齿严格要求，禁酒。
喝酒对牙齿不好。",
buck,3,2,1,5.532585299999999,5,,
impecunious,3,2,1,5.532585299999999,5,,
leer,2,1,1,5.50935,4,,
waylay,2,1,1,5.50935,4,,
leery,2,1,1,5.50935,4,,
specious,2,2,1,5.50671,4,,0.0
suffuse,2,2,1,5.50671,4,,
profusion,2,2,1,5.50671,4,,
vim,2,2,1,5.50671,4,,
embargo,2,2,1,5.50671,4,,
pitiless,2,2,1,5.50671,4,pity可惜 less不可惜,0.0
epilogue,4,3,1,5.496857891785715,7,epi史诗的，logue对话，都发生在结局,
contort,4,3,1,5.48292888,5,,
parable,5,3,1,5.46687,5,比作,
arable,3,2,1,5.46687,5,,
masquerade,3,2,1,5.46687,5,,
conviction,3,2,1,5.46687,5,,
prologue,3,2,1,5.46687,5,,
fraudulent,3,2,1,5.46687,5,,
combustible,1,1,1,5.4300000000000015,2,,
discompose,3,3,1,5.419837499999999,4,,
compose,2,1,1,5.419837499999999,4,,
asperity,3,2,1,5.418391500000001,5,,
misbehaving,3,2,1,5.418391500000001,5,,
provisory,12,4,1,5.416449353904519,16,,0.0
harness,0,1,1,5.4,1,,
discomfit,0,1,1,5.4,1,,
pellucid,3,2,1,5.4,1,,
accessible,0,1,1,5.4,1,,
inchoate,0,1,1,5.4,1,,
detach,0,1,1,5.4,1,,
brook,0,1,1,5.4,1,,
barricade,0,1,1,5.4,1,,
enamel,0,1,1,5.4,1,,
slippery,0,1,1,5.4,1,,
ossify,0,1,1,5.4,1,,
considerable,0,1,1,5.4,1,,
ragged,0,1,1,5.4,1,,
winsome,0,1,1,5.4,1,,
diplomatic,0,1,1,5.4,1,,
negotiate,0,1,1,5.4,1,,
comply,0,1,1,5.4,1,,
advocate,0,1,1,5.4,1,,
hearten,0,1,1,5.4,1,,
porous,0,1,1,5.4,1,,
disguise,0,1,1,5.4,1,,
diverge,0,1,1,5.4,1,,
corporeal,1,1,1,5.4,2,,
alienate,0,1,1,5.4,1,,
tardy,0,1,1,5.4,1,,
amiable,0,1,1,5.4,1,,
enlighten,0,1,1,5.4,1,,
flamboyant,0,1,1,5.4,1,,
nonsense,0,1,1,5.4,1,,
loquacious,0,1,1,5.4,1,,
prescription,0,1,1,5.4,1,,
awe,0,1,1,5.4,1,,
fanatic,0,1,1,5.4,1,,
sinew,0,1,1,5.4,1,,
convert,0,1,1,5.4,1,,
chivalrous,0,1,1,5.4,1,,
fidelity,0,1,1,5.4,1,,
blackmail,0,1,1,5.4,1,,
redundant,0,1,1,5.4,1,,
addict,0,1,1,5.4,1,,
despise,0,1,1,5.4,1,,
hike,0,1,1,5.4,1,,
falsehood,0,1,1,5.4,1,,
dramatic,0,1,1,5.4,1,,
taxing,0,1,1,5.4,1,,
elephantine,0,1,1,5.4,1,,
momentum,0,1,1,5.4,1,,
legacy,0,2,1,5.4,3,,
subsidy,0,1,1,5.4,1,,
mire,0,1,1,5.4,1,,
expedition,0,1,1,5.4,1,,
drizzle,0,1,1,5.4,1,,
premeditate,1,1,1,5.4,1,,
mediate,0,1,1,5.4,1,,
abase,0,1,1,5.4,1,,
suffocate,0,1,1,5.4,1,,
fastidious,0,1,1,5.4,1,,
conservative,0,1,1,5.4,1,,
clarity,0,1,1,5.4,1,,
euphonious,0,1,1,5.4,1,,
clumsy,0,1,1,5.4,1,,
impassive,0,1,1,5.4,1,,
crucial,0,1,1,5.4,1,,
magnitude,0,1,1,5.4,1,,
pirate,1,2,1,5.4,1,,
distinctive,0,1,1,5.4,1,,
court,0,1,1,5.4,1,,
verbose,0,1,1,5.4,1,,
coquette,0,1,1,5.4,1,,
fetter,0,1,1,5.4,2,,
chasm,0,1,1,5.4,1,,
counterfeit,0,1,1,5.4,1,,
etch,0,1,1,5.4,1,,
negligent,0,1,1,5.4,1,,
blatant,0,1,1,5.4,1,,
fanciful,0,1,1,5.4,1,,
elastic,0,1,1,5.4,1,,
adjunct,0,1,1,5.4,1,,
effluvium,0,1,1,5.4,1,,
versatile,0,1,1,5.4,1,,
voluminous,2,2,1,5.4,1,,0.0
magnificent,0,1,1,5.4,1,,
protocol,0,1,1,5.4,1,,
fervid,0,1,1,5.4,1,,
solder,0,1,1,5.4,1,,
absurd,0,1,1,5.4,1,,
watershed,0,1,1,5.4,1,,
devoted,0,1,1,5.4,1,,
conserve,0,1,1,5.4,1,,
intensify,0,1,1,5.4,1,,
moderate,0,1,1,5.4,1,,
chronic,0,1,1,5.4,1,,
chameleon,0,1,1,5.4,1,,
revenge,0,1,1,5.4,1,,
full-bodied,0,1,1,5.4,1,,
faultfinder,0,1,1,5.4,1,,
mercenary,0,1,1,5.4,1,,
exculpate,0,1,1,5.4,1,,
adore,0,1,1,5.4,1,,
cultivate,0,1,1,5.4,1,,
applicable,0,1,1,5.4,1,,
erudite,0,1,1,5.4,1,,
cryptic,0,1,1,5.4,1,,
castigate,0,1,1,5.4,1,,
proclaim,2,2,1,5.4,1,,
inch,0,1,1,5.4,1,,
finale,0,1,1,5.4,1,,
untold,0,1,1,5.4,1,,
perfervid,6,2,1,5.4,1,,
transient,0,1,1,5.4,1,,
bewitching,0,2,1,5.4,1,,
accord,0,1,1,5.4,1,,
assertive,0,1,1,5.4,1,,
discord,0,1,1,5.4,1,,
prepossessing,0,1,1,5.4,1,,
credit,0,1,1,5.4,1,,
compelling,0,1,1,5.4,1,,
pitfall,0,1,1,5.4,1,,
shrink,0,1,1,5.4,1,,
turbulent,0,1,1,5.4,1,,
tinker,0,1,1,5.4,1,,
irate,0,1,1,5.4,1,,
guilt,0,1,1,5.4,1,,
apprehension,0,1,1,5.4,1,,
bravado,0,1,1,5.4,1,,
embezzle,0,1,1,5.4,1,,
desperate,0,1,1,5.4,1,,
compatible,0,1,1,5.4,1,,
flirt,0,1,1,5.4,1,,
abdicate,0,1,1,5.4,1,,
meek,0,1,1,5.4,1,,
facile,0,1,1,5.4,1,,
cosset,0,1,1,5.4,1,,
skeleton,0,1,1,5.4,1,,
absolute,0,1,1,5.4,1,,
hidebound,1,2,1,5.4,1,hide藏起来，bound束缚起来。又藏起来，又束缚,0.0
content,0,1,1,5.4,1,,
persevere,1,1,1,5.4,1,,
demonstrate,0,1,1,5.4,1,,
automatic,0,1,1,5.4,1,,
facetious,0,1,1,5.4,1,,
neutralize,0,1,1,5.4,1,,
withdraw,0,2,1,5.4,1,,
incentive,0,1,1,5.4,1,,
outwit,1,1,1,5.4,1,,
complicate,0,1,1,5.4,1,,
barrage,0,2,1,5.4,1,,
recoil,0,1,1,5.4,1,,
inventory,0,1,1,5.4,1,,
linger,0,1,1,5.4,1,,
volatile,0,1,1,5.4,1,,
dire,0,1,1,5.4,1,,
annoy,0,1,1,5.4,1,,
debacle,0,1,1,5.4,1,,
amorphous,0,2,1,5.4,2,,
compliment,0,1,1,5.4,1,,
claim,0,1,1,5.4,1,,
carnal,0,1,1,5.4,1,,
hypothetical,0,1,1,5.4,1,,
equivalent,0,1,1,5.4,1,,
diurnal,0,1,1,5.4,1,,
acrimonious,0,1,1,5.4,1,,
eminent,0,1,1,5.4,1,,
catalyze,0,1,1,5.4,1,,
fluent,0,1,1,5.4,1,,
vigorous,0,1,1,5.4,1,,
fleet,0,1,1,5.4,1,,
regress,0,1,1,5.4,1,,
gloomy,0,1,1,5.4,1,,
overwhelm,0,1,1,5.4,1,,
mentor,0,1,1,5.4,1,,
florid,0,1,1,5.4,1,,
blueprint,0,1,1,5.4,1,,
military,0,1,1,5.4,1,,
meditate,0,1,1,5.4,1,,
unwitting,1,2,1,5.4,1,,
exhilarate,0,1,1,5.4,1,,
courteous,0,2,1,5.4,1,,
static,0,1,1,5.4,1,,
euphoria,0,1,1,5.4,1,,
imposter,0,1,1,5.4,1,,
tribute,0,1,1,5.4,1,,
careen,0,1,1,5.4,1,,
humility,0,1,1,5.4,1,,
rehearsal,0,2,1,5.4,2,,
grumble,0,1,1,5.4,1,,
batch,0,2,1,5.4,2,,
compound,0,1,1,5.4,1,,
integral,0,1,1,5.4,1,,
murmur,0,1,1,5.4,1,,
shift,0,1,1,5.4,1,,
luminous,0,1,1,5.4,1,,
preeminent,1,1,1,5.4,1,,
abundant,0,1,1,5.4,1,,
resign,0,1,1,5.4,1,,
fleeting,0,1,1,5.4,1,,
transparent,0,1,1,5.4,1,,
blur,0,1,1,5.4,1,,
playful,0,1,1,5.4,1,,
flaw,0,2,1,5.4,2,,
enthusiasm,0,1,1,5.4,1,,
barren,0,1,1,5.4,1,,
reiterate,0,1,1,5.4,1,,
wizen,0,1,1,5.4,1,,
default,0,1,1,5.4,1,,
ephemeral,0,1,1,5.4,1,,
footloose,0,1,1,5.4,1,,
impede,0,1,1,5.4,1,,
elucidate,0,1,1,5.4,1,,
pillar,0,1,1,5.4,2,,
autonomy,0,1,1,5.4,1,,
exigent,0,1,1,5.4,1,,
expurgate,0,1,1,5.4,1,,
coma,0,1,1,5.4,1,,
complaisance,0,1,1,5.4,1,,
qualify,0,1,1,5.4,1,,
amicable,0,1,1,5.4,1,,
baroque,0,1,1,5.4,1,,
riot,0,1,1,5.4,1,,
unflappable,0,1,1,5.4,1,,
beseech,0,1,1,5.4,1,,
proficient,0,1,1,5.4,1,,
farce,0,1,1,5.4,1,,
appeal,0,1,1,5.4,1,,
assert,0,1,1,5.4,1,,
deprecate,0,1,1,5.4,1,,
decry,0,1,1,5.4,1,,
project,0,1,1,5.4,1,,
dissent,0,1,1,5.4,1,,
estrange,0,1,1,5.4,1,,
resonant,0,1,1,5.4,1,,
bully,0,1,1,5.4,1,,
ballad,0,1,1,5.4,1,,
acclaim,0,1,1,5.4,1,,
acclimate,0,1,1,5.4,1,,
visionary,0,1,1,5.4,1,,
chase,0,1,1,5.4,1,,
react,0,1,1,5.4,1,,
feeble,0,1,1,5.4,1,,
wit,0,1,1,5.4,1,,
disparage,0,2,1,5.4,1,,
excavate,0,1,1,5.4,1,,
patent,0,1,1,5.4,1,,
deficiency,0,1,1,5.4,1,,
asymmetrical,0,1,1,5.4,1,,
robust,0,1,1,5.4,1,,
debark,0,1,1,5.4,1,,
consent,0,1,1,5.4,1,,
cipher,0,1,1,5.4,1,,
royalty,0,1,1,5.4,1,,
neophyte,0,1,1,5.4,1,,
brake,0,1,1,5.4,1,,
mosaic,0,1,1,5.4,1,,
immune,0,1,1,5.4,1,,
gear,0,1,1,5.4,1,,
telling,0,1,1,5.4,1,,
verisimilar,0,1,1,5.4,1,,
tenable,0,1,1,5.4,1,,
goggle,0,1,1,5.4,1,,
dogma,0,1,1,5.4,1,,
placebo,0,1,1,5.4,1,,
derivative,0,1,1,5.4,1,,
infelicitous,0,1,1,5.4,1,,
expedite,0,1,1,5.4,1,,
eulogize,0,1,1,5.4,1,,
desultory,0,1,1,5.4,1,,
cloudburst,0,1,1,5.4,1,,
pinpoint,0,1,1,5.4,1,,
exacting,0,1,1,5.4,1,,
cramped,0,1,1,5.4,1,,
earsplitting,0,1,1,5.4,1,,
improvise,0,1,1,5.4,1,,
dandy,0,1,1,5.4,1,,
quota,0,1,1,5.4,1,,
retract,0,1,1,5.4,1,,
peripheral,0,1,1,5.4,1,,
overlap,0,1,1,5.4,1,,
eavesdrop,0,1,1,5.4,1,,
exodus,0,1,1,5.4,1,,
drone,0,1,1,5.4,1,,
dismantle,0,1,1,5.4,1,,
catholic,0,1,1,5.4,1,,
summit,0,1,1,5.4,1,,
singe,1,1,1,5.4,1,,
forebear,0,1,1,5.4,1,,
humor,0,1,1,5.4,1,,
convene,0,1,1,5.4,3,,
animate,0,1,1,5.4,1,,
stipple,0,1,1,5.4,1,,
solvent,0,1,1,5.4,1,,
mitigate,0,1,1,5.4,1,,
disprove,0,1,1,5.4,1,,
cumbersome,0,1,1,5.4,1,,
contend,0,1,1,5.4,1,,
synergic,0,1,1,5.4,1,,
safeguard,0,1,1,5.4,1,,
defer,0,1,1,5.4,1,,
emboss,0,1,1,5.4,1,,
transfigure,0,1,1,5.4,1,,
circuitous,0,1,1,5.4,1,,
douse,0,1,1,5.4,1,,
coarse,0,1,1,5.4,1,,
favorable,0,1,1,5.4,1,,
descendant,0,1,1,5.4,1,,
complementary,0,1,1,5.4,1,,
flatter,0,1,1,5.4,1,,
ambivalent,0,1,1,5.4,1,,
disinfect,1,2,1,5.4,1,,
legend,0,1,1,5.4,1,,
ensue,0,1,1,5.4,1,,
affluent,0,1,1,5.4,1,,
sin,0,1,1,5.4,1,,
implacable,0,1,1,5.4,1,,
latent,0,1,1,5.4,1,,
domineer,0,1,1,5.4,1,,
therapeutic,0,1,1,5.4,1,,
doctrinaire,0,1,1,5.4,1,,
disenchant,0,1,1,5.4,1,,
canvass,0,1,1,5.4,1,,
estimable,0,1,1,5.4,1,,
inanimate,0,1,1,5.4,1,,
careworn,0,1,1,5.4,1,,
bolster,0,1,1,5.4,1,,
peer,0,1,1,5.4,1,,
adhere,0,1,1,5.4,1,,
plateau,0,1,1,5.4,1,,
counterpart,0,1,1,5.4,1,,
convoluted,0,1,1,5.4,1,,
bluff,0,1,1,5.4,1,,
vaporize,0,1,1,5.4,1,,
duplicate,0,2,1,5.4,2,,
retrieve,0,1,1,5.4,1,,
endemic,0,1,1,5.4,1,,
concentrate,0,1,1,5.4,1,,
converge,0,1,1,5.4,1,,
harbor,0,1,1,5.4,1,,
endeavor,0,1,1,5.4,1,,
abominate,0,1,1,5.4,1,,
frequent,0,1,1,5.4,1,,
underscore,0,1,1,5.4,1,,
calcify,0,1,1,5.4,1,,
consonant,0,1,1,5.4,1,,
